"context","target_processed","year","team_processed","team","target","source_team","batch_id","chunk_id","id","team_matched","target_matched","category"
"collaborated with","nymu taipei",2015,"hsnu taipei","HSNU-TAIPEI","NYMU-Taipei","HSNU-TAIPEI",850,5,"850-5","HSNU-TAIPEI","NYMU-Taipei","work"
"collaborated with","michigan",2015,"tokyo tech","Tokyo_Tech","Michigan","Tokyo_Tech",1027,8,"1027-8","Tokyo_Tech","Michigan","work"
"collaborated with","nctu formosa",2015,"paris saclay","Paris_Saclay","NCTU Formosa","Paris_Saclay",688,5,"688-5","Paris_Saclay","NCTU_Formosa","work"
"collaborated with","tokyo nokogen",2015,"nagahama","Nagahama","Tokyo-NoKoGen","Nagahama",520,2,"520-2","Nagahama","Tokyo_NoKoGen","work"
"collaborated with","university of georgia",2015,"mit igem","MIT iGEM","University of Georgia","MIT",965,1,"965-1","MIT","UGA-Georgia","work"
"collaborated with","tokyo nokogen",2015,"nagahama","Nagahama","Tokyo-NoKoGen","Nagahama",27,2,"27-2","Nagahama","Tokyo_NoKoGen","work"
"collaborated with","paris saclay",2015,"bordeaux","Bordeaux","Paris-Saclay","Bordeaux",331,10,"331-10","Bordeaux","Paris_Saclay","work"
"collaborated with","the chinese university of hong kong",2015,"cgu taiwan","CGU Taiwan","The Chinese University of Hong Kong","CGU_Taiwan",222,4,"222-4","CGU_Taiwan","Hong_Kong_CUHK","work"
"collaborated with","tu darmstadt igem team",2015,"unitn trento","UNITN-Trento","TU_Darmstadt iGEM Team","UNITN-Trento",539,7,"539-7","UNITN-Trento","TU_Darmstadt","work"
"collaborated with","oxford team",2015,"itb indonesia","ITB_INDONESIA","Oxford team","ITB_INDONESIA",696,6,"696-6","ITB_INDONESIA","Oxford","work"
"collaborated with","tokyo nokogen",2015,"nagahama","Nagahama","Tokyo-NoKoGen","Nagahama",871,1,"871-1","Nagahama","Tokyo-NoKoGen","work"
"collaborated with","london biohackspace",2015,"westminster","Westminster","London_Biohackspace","Westminster",822,10,"822-10","Westminster","London_Biohackspace","work"
"collaborated with","sysu china",2015,"sklbc dgsyzx","SKLBC-DGSYZX","SYSU-China","SKLBC-DGSYZX",71,9,"71-9","SKLBC-DGSYZX","SYSU_CHINA","work"
"collaborated with","sysu china",2015,"sysu software","SYSU-Software","SYSU_CHINA","SYSU-Software",551,0,"551-0","SYSU-Software","SYSU_CHINA","work"
"collaborated with","tokyo nokogen",2015,"nagahama","Nagahama","Tokyo-NokoGen","Nagahama",564,16,"564-16","Nagahama","Tokyo-NoKoGen","work"
"collaborated with","university of cambridge",2015,"william and mary","William and Mary","University of Cambridge","William_and_Mary",739,9,"739-9","William_and_Mary","Cambridge-JIC","work"
"collaborated with","team lethbridge",2015,"nait edmonton","NAIT_Edmonton","Team Lethbridge","NAIT_Edmonton",599,8,"599-8","NAIT_Edmonton","Lethbridge","work"
"collaborated with","igem uppsala university 2012 team",2015,"concordia","Concordia","iGEM Uppsala University 2012 team","Concordia",51,0,"51-0","Concordia","Uppsala","work"
"collaborated with","ucsf team",2015,"iit kharagpur","IIT_Kharagpur","UCSF Team","IIT_Kharagpur",876,12,"876-12","IIT_Kharagpur","UCSF","work"
"collaborated with","sdu denmark",2015,"dtu denmark","DTU-Denmark","SDU Denmark","DTU-Denmark",639,5,"639-5","DTU-Denmark","SDU-Denmark","work"
"collaborated with","ucl",2015,"oxford","Oxford","UCL","UCL",625,3,"625-3","Oxford","UCL","work"
"collaborated with","uppsala university",2015,"biosint mexico","BIOSINT_Mexico","Uppsala University","BIOSINT_Mexico",992,0,"992-0","BIOSINT_Mexico","Uppsala","work"
"collaborated with","tokyo nokogen",2015,"nagahama","Nagahama","Tokyo-NoKoGen","Nagahama",845,0,"845-0","Nagahama","Tokyo_NoKoGen","work"
"collaborated with","university of copenhagen",2015,"tu delft","TU_Delft","University of Copenhagen","TU_Delft",963,5,"963-5","TU_Delft","UNIK_Copenhagen","work"
"collaborated with","paris bettencourt",2015,"technion hs israel","Technion_HS_Israel","Paris Bettencourt","Technion_HS_Israel",459,3,"459-3","Technion_HS_Israel","Paris_Bettencourt","work"
"collaborated with","nctu formosa",2015,"mingdao","Mingdao","NCTU-Formosa","Mingdao",408,7,"408-7","Mingdao","NCTU_Formosa","work"
"collaborated with","team nju china",2015,"nanjing nfls","Nanjing NFLS","Team NJU-China","Nanjing_NFLS",1032,0,"1032-0","Nanjing_NFLS","NJU-China","work"
"collaborated with","czech republic",2015,"chalmers gothenburg","Chalmers-Gothenburg","Czech Republic","Chalmers-Gothenburg",196,3,"196-3","Chalmers-Gothenburg","Czech_Republic","work"
"collaborated with","bgu israel",2015,"stockholm","Stockholm","BGU Israel","Stockholm",481,2,"481-2","Stockholm","BGU_Israel","work"
"collaborated with","ut tokyo",2015,"nagahama","Nagahama","UT-Tokyo","Nagahama",1038,0,"1038-0","Nagahama","UT-Tokyo","work"
"collaborated with","tokyo nokogen",2015,"nagahama","Nagahama","Tokyo-NoKoGen","Nagahama",33,3,"33-3","Nagahama","Tokyo-NoKoGen","work"
"collaborated with","stockholm",2015,"freiburg","Freiburg","Stockholm","Freiburg",378,8,"378-8","Freiburg","Stockholm","work"
"collaborated with","bit china",2015,"bnu china","BNU-CHINA","BIT-China","BNU-CHINA",1032,4,"1032-4","BNU-CHINA","BIT-China","work"
"collaborated with","ufscar brasil",2015,"brasil usp","Brasil-USP","UFSCar-Brasil","Brasil-USP",326,4,"326-4","Brasil-USP","UFSCar-Brasil","work"
"collaborated with","tokyo nokogen",2015,"nagahama","Nagahama","Tokyo-NoKoGen","Nagahama",836,3,"836-3","Nagahama","Tokyo-NoKoGen","work"
"collaborated with","tokyo nokogen",2015,"nagahama","Nagahama","Tokyo-NoKoGen","Nagahama",836,3,"836-3","Nagahama","Tokyo_NoKoGen","work"
"collaborated with","paris bettencourt",2015,"brasil usp","Brasil-USP","Paris Bettencourt","Brasil-USP",308,4,"308-4","Brasil-USP","Paris_Bettencourt","work"
"collaborated with","harvard",2015,"wpi worcester","WPI-Worcester","Harvard","WPI-Worcester",663,1,"663-1","WPI-Worcester","Harvard_BioDesign","work"
"collaborated with","nefu china",2015,"nagahama","Nagahama","NEFU_China","Nagahama",562,13,"562-13","Nagahama","NEFU-China","work"
"collaborated with","ucl academy",2015,"hong kong hku","Hong Kong HKU","UCL Academy","Hong_Kong_HKU",633,4,"633-4","Hong_Kong_HKU","UCL","work"
"collaborated with","paris bettencourt",2015,"paris saclay","Paris Saclay","Paris Bettencourt","Paris_Saclay",205,6,"205-6","Paris_Saclay","Paris_Bettencourt","work"
"collaborated with","team stockholm",2015,"aalto helsinki","Aalto-Helsinki","Team Stockholm","Aalto-Helsinki",69,11,"69-11","Aalto-Helsinki","Stockholm","work"
"collaborated with","amoy university",2015,"nait edmonton","NAIT Edmonton","Amoy University","NAIT_Edmonton",17,10,"17-10","NAIT_Edmonton","Amoy","work"
"collaborated with","paris saclay",2015,"lethbridge","Lethbridge","Paris-Saclay","Lethbridge",540,3,"540-3","Lethbridge","Paris_Saclay","work"
"collaborated with","team göttingen",2015,"aachen","Aachen","Team Göttingen","Aachen",809,0,"809-0","Aachen","Goettingen","work"
"collaborated with","wellesley",2015,"bostonu","BostonU","Wellesley","BostonU",1010,5,"1010-5","BostonU","Wellesley_TheTech","work"
"collaborated with","pasteur paris",2015,"freiburg","Freiburg","Pasteur_Paris","Freiburg",917,3,"917-3","Freiburg","Pasteur_Paris","work"
"collaborated with","university of georgia igem team",2015,"ucsf","UCSF","University of Georgia iGEM team","UCSF",17,9,"17-9","UCSF","UGA-Georgia","work"
"collaborated with","nefu china",2015,"nagahama","Nagahama","NEFU_China","Nagahama",871,1,"871-1","Nagahama","NEFU-China","work"
"collaborated with","university of georgia igem team",2015,"ucsf","UCSF","University of Georgia iGEM Team","UCSF",992,2,"992-2","UCSF","UGA-Georgia","work"
"collaborated with","uga georgia",2015,"nagahama","Nagahama","UGA-Georgia","Nagahama",880,1,"880-1","Nagahama","UGA-Georgia","work"
"collaborated with","sysu software",2015,"amoy","Amoy","SYSU-Software","Amoy",41,9,"41-9","Amoy","SYSU-Software","work"
"collaborated with","nefu china",2015,"nagahama","Nagahama","NEFU_China","Nagahama",604,4,"604-4","Nagahama","NEFU-China","work"
"collaborated with","team warwick",2015,"ntnu trondheim","NTNU Trondheim","Team Warwick","NTNU_Trondheim",672,0,"672-0","NTNU_Trondheim","Warwick","work"
"collaborated with","wellesley thetech",2015,"mit","MIT","Wellesley_TheTech","Wellesley_TheTech",947,8,"947-8","MIT","Wellesley_TheTech","work"
"collaborated with","uga georgia",2015,"nagahama","Nagahama","UGA-Georgia","Nagahama",871,1,"871-1","Nagahama","UGA-Georgia","work"
"collaborated with","eindhoven",2015,"tu delft","TU_Delft","Eindhoven","TU_Delft",1034,0,"1034-0","TU_Delft","TU_Eindhoven","work"
"collaborated with","mit",2015,"ionis paris","IONIS Paris","MIT","IONIS_Paris",395,1,"395-1","IONIS_Paris","MIT","work"
"collaborated with","uga georgia",2015,"nagahama","Nagahama","UGA-Georgia","Nagahama",466,2,"466-2","Nagahama","UGA-Georgia","work"
"collaborated with","tec chihuahua",2015,"tec monterrey","Tec-Monterrey","Tec-Chihuahua","Tec-Monterrey",584,0,"584-0","Tec-Monterrey","Tec-Chihuahua","work"
"collaborated with","tokyo nokogen",2015,"nagahama","Nagahama","Tokyo-NoKoGen","Nagahama",230,2,"230-2","Nagahama","Tokyo-NoKoGen","work"
"collaborated with","igem amoy university team",2015,"slovenia hs","Slovenia_HS","iGEM Amoy University team","Slovenia_HS",653,11,"653-11","Slovenia_HS","Amoy","work"
"collaborated with","university of new south wales",2015,"macquarie australia","Macquarie Australia","University of New South Wales","Macquarie_Australia",929,9,"929-9","Macquarie_Australia","BABS_UNSW_Australia","work"
"collaborated with","heidelberg",2015,"dtu denmark","DTU-Denmark","Heidelberg","DTU-Denmark",915,10,"915-10","DTU-Denmark","Heidelberg","work"
"collaborated with","paris pasteur",2015,"bordeaux","Bordeaux","Paris Pasteur","Bordeaux",403,4,"403-4","Bordeaux","Pasteur_Paris","work"
"collaborated with","nefu china",2015,"nagahama","Nagahama","NEFU_China","Nagahama",520,2,"520-2","Nagahama","NEFU_China","work"
"collaborated with","delft igem team",2015,"ku leuven","KU_Leuven","Delft iGEM team","KU_Leuven",359,11,"359-11","KU_Leuven","TU_Delft","work"
"collaborated with","delft igem team",2015,"oxford","Oxford","Delft iGEM team","Oxford",722,4,"722-4","Oxford","TU_Delft","work"
"collaborated with","ucl london",2015,"paris bettencourt","Paris Bettencourt","UCL London","Paris_Bettencourt",422,1,"422-1","Paris_Bettencourt","UCL","work"
"collaborated with","ucl london",2015,"tuebingen","Tuebingen","UCL London","Tuebingen",783,7,"783-7","Tuebingen","UCL","work"
"collaborated with","ustc",2015,"bit","BIT","USTC","BIT",905,3,"905-3","BIT","USTC","work"
"collaborated with","university of lethbridge",2015,"central calgary","Central Calgary","University of Lethbridge","Central_Calgary",394,4,"394-4","Central_Calgary","Lethbridge","work"
"collaborated with","ustc",2015,"bit","BIT","USTC","BIT",477,3,"477-3","BIT","USTC","work"
"collaborated with","westminster university",2015,"birkbeck","Birkbeck","Westminster University","Birkbeck",965,3,"965-3","Birkbeck","Westminster","work"
"collaborated with","shiyan sy china",2015,"lzu china","LZU-China","Shiyan_SY_China","LZU-China",807,10,"807-10","LZU-China","Shiyan_SY_China","work"
"collaborated with","tokyo nokogen",2015,"nagahama","Nagahama","Tokyo-NoKoGen","Nagahama",336,1,"336-1","Nagahama","Tokyo-NoKoGen","work"
"collaborated with","ucl team",2015,"westminster","Westminster","UCL Team","Westminster",822,10,"822-10","Westminster","UCL","work"
"collaborated with","whu china",2015,"hzau china","HZAU-China","WHU-China","HZAU-China",838,1,"838-1","HZAU-China","WHU-China","work"
"collaborated with","nefu china",2015,"nagahama","Nagahama","NEFU_China","Nagahama",230,2,"230-2","Nagahama","NEFU-China","work"
"collaborated with","paris saclay",2015,"nagahama","Nagahama","Paris-Saclay","Nagahama",33,3,"33-3","Nagahama","Paris_Saclay","work"
"collaborated with","teccem",2015,"amoy","Amoy","TecCEM","Amoy",911,7,"911-7","Amoy","TecCEM","work"
"collaborated with","iit kharagpur",2015,"paris bettencourt","Paris_Bettencourt","IIT_Kharagpur","Paris_Bettencourt",109,4,"109-4","Paris_Bettencourt","IIT_Kharagpur","work"
"collaborated with","whu china",2015,"amoy","Amoy","WHU-China","Amoy",41,9,"41-9","Amoy","WHU-China","work"
"collaborated with","igem ucla",2015,"ucl","UCL","iGEM UCLA","UCL",941,12,"941-12","UCL","UCLA","work"
"collaborated with","pasteur paris",2015,"paris saclay","Paris Saclay","Pasteur Paris","Paris_Saclay",205,6,"205-6","Paris_Saclay","Pasteur_Paris","work"
"collaborated with","university of sheffield 2014 igem team",2015,"ols canmore ab ca","OLS Canmore AB CA","University of Sheffield 2014 iGEM team","OLS_Canmore_AB_CA",11,2,"11-2","OLS_Canmore_AB_CA","Sheffield","work"
"collaborated with","igem toulouse",2015,"bordeaux","Bordeaux","iGEM Toulouse","Bordeaux",348,5,"348-5","Bordeaux","Toulouse","work"
"collaborated with","ntnu trondheim",2015,"warwick","Warwick","NTNU Trondheim","Warwick",775,2,"775-2","Warwick","NTNU_Trondheim","work"
"collaborated with","university of michigan",2015,"genspace","Genspace","University of Michigan","Genspace",297,5,"297-5","Genspace","Michigan","work"
"collaborated with","marburg",2015,"fau erlangen","FAU Erlangen","Marburg","FAU_Erlangen",249,10,"249-10","FAU_Erlangen","Marburg","work"
"collaborated with","ustc software",2015,"amoy","Amoy","USTC_Software","Amoy",911,7,"911-7","Amoy","USTC-Software","work"
"collaborated with","ui indonesia",2015,"tokyo nokogen","Tokyo-NoKoGen","UI Indonesia","Tokyo-NoKoGen",837,1,"837-1","Tokyo_NoKoGen","UI_Indonesia","work"
"collaborated with","bnu china",2015,"bit","BIT","BNU_China","BIT",585,7,"585-7","BIT","BNU-CHINA","work"
"collaborated with","university of michigan biosoft",2015,"santa clara","Santa Clara","University of Michigan Biosoft","Santa_Clara",142,10,"142-10","Santa_Clara","Michigan_Software","work"
"collaborated with","ustc software",2015,"ustc","USTC","USTC-Software","USTC",627,12,"627-12","USTC","USTC-Software","work"
"collaborated with","zju china",2015,"fudan","Fudan","ZJU-China","Fudan",35,11,"35-11","Fudan","ZJU-China","work"
"collaborated with","ui indonesia",2015,"nagahama","Nagahama","UI-Indonesia","Nagahama",845,0,"845-0","Nagahama","UI_Indonesia","work"
"collaborated with","aix marseille",2015,"paris saclay","Paris_Saclay","Aix-Marseille","Paris_Saclay",1038,4,"1038-4","Paris_Saclay","Aix-Marseille","work"
"collaborated with","paris saclay",2015,"nagahama","Nagahama","Paris-Saclay","Nagahama",520,2,"520-2","Nagahama","Paris_Saclay","work"
"collaborated with","tokyo tech",2015,"nagahama","Nagahama","Tokyo-Tech","Nagahama",988,6,"988-6","Nagahama","Tokyo_Tech","work"
"collaborated with","igem amoy",2015,"uniandes colombia","Uniandes Colombia","iGEM Amoy","Uniandes_Colombia",771,9,"771-9","Uniandes_Colombia","Amoy","work"
"collaborated with","team lethbridge",2015,"nait edmonton","NAIT_Edmonton","Team Lethbridge","NAIT_Edmonton",28,1,"28-1","NAIT_Edmonton","Lethbridge","work"
"collaborated with","ubc 2010",2015,"oxford","Oxford","UBC 2010","Oxford",23,0,"23-0","Oxford","British_Columbia","work"
"collaborated with","university of new south wales igem team",2015,"sydney australia","Sydney Australia","University of New South Wales iGEM team","Sydney_Australia",648,11,"648-11","Sydney_Australia","BABS_UNSW_Australia","work"
"collaborated with","sjtu biox shanghai",2015,"amoy","Amoy","SJTU-BioX-Shanghai","Amoy",911,7,"911-7","Amoy","SJTU-BioX-Shanghai","work"
"collaborated with","nefu china",2015,"lethbridge","Lethbridge","NEFU China","Lethbridge",540,3,"540-3","Lethbridge","NEFU_China","work"
"collaborated with","team calgary 2013",2015,"queens canada","Queens_Canada","Team Calgary 2013","Queens_Canada",799,13,"799-13","Queens_Canada","Central_Calgary","work"
"collaborated with","paris saclay",2015,"nagahama","Nagahama","Paris-Saclay","Nagahama",336,1,"336-1","Nagahama","Paris_Saclay","work"
"collaborated with","team cgu taiwan",2015,"leicester","Leicester","Team CGU_Taiwan","Leicester",632,8,"632-8","Leicester","CGU_Taiwan","work"
"collaborated with","ucla department of chemistry & biochemistry doe protein expression core facility",2015,"ucl","UCL","UCLA Department of Chemistry & Biochemistry DOE Protein Expression Core Facility","UCL",198,1,"198-1","UCL","UCLA","work"
"collaborated with","hokkaido university",2015,"lzu china","LZU-China","Hokkaido University","LZU-China",935,8,"935-8","LZU-China","HokkaidoU_Japan","work"
"collaborated with","university of ottawa igem team",2015,"waterloo","Waterloo","University of Ottawa iGEM team","Waterloo",413,3,"413-3","Waterloo","uOttawa","work"
"collaborated with","igem ucla",2015,"ucl","UCL","iGEM UCLA","UCL",406,6,"406-6","UCL","UCLA","work"
"collaborated with","ui indonesia",2015,"nagahama","Nagahama","UI-Indonesia","Nagahama",27,2,"27-2","Nagahama","UI_Indonesia","work"
"collaborated with","nctu conference",2015,"cgu taiwan","CGU_Taiwan","NCTU conference","CGU_Taiwan",813,5,"813-5","CGU_Taiwan","NCTU_Formosa","work"
"collaborated with","team chalmers gothenburg",2015,"czech republic","Czech_Republic","team Chalmers Gothenburg","Czech_Republic",532,5,"532-5","Czech_Republic","Chalmers-Gothenburg","work"
"collaborated with","bordeaux igem",2015,"ucl","UCL","Bordeaux iGEM","UCL",625,3,"625-3","UCL","Bordeaux","work"
"collaborated with","ut tokyo",2015,"tokyo nokogen","Tokyo-NoKoGen","UT-Tokyo","Tokyo-NoKoGen",837,1,"837-1","Tokyo_NoKoGen","UT-Tokyo","work"
"collaborated with","paris saclay",2015,"nagahama","Nagahama","Paris-Saclay","Nagahama",714,1,"714-1","Nagahama","Paris_Saclay","work"
"collaborated with","ui indonesia",2015,"nagahama","Nagahama","UI-Indonesia","Nagahama",97,0,"97-0","Nagahama","UI_Indonesia","work"
"collaborated with","ut tokyo",2015,"nagahama","Nagahama","UT-Tokyo","Nagahama",604,4,"604-4","Nagahama","UT-Tokyo","work"
"collaborated with","duke university",2015,"umaryland","UMaryland","Duke University","UMaryland",96,4,"96-4","UMaryland","Duke","work"
"collaborated with","berlin",2015,"ouc china","OUC-China","Berlin","OUC-China",618,9,"618-9","OUC-China","Berlin","work"
"collaborated with","rock ridge high school",2015,"umaryland","UMaryland","Rock Ridge High School","UMaryland",96,4,"96-4","UMaryland","Rock_Ridge_Virginia","work"
"collaborated with","iit kharagpur",2015,"paris bettencourt","Paris Bettencourt","IIT_Kharagpur","Paris_Bettencourt",422,1,"422-1","Paris_Bettencourt","IIT_Kharagpur","work"
